Syst. No," ""Call #	"""," ""Title"""," ""Barcode"""," ""Location"""," ""Item Status"""," ""Status Field"""
4212868,61 S398 A2,Aftertones of infinity : orchestra / Joseph Schwantner.,39016005440004,Music: Score Reference(LC Call number),Regular Loan,None
1101608,61 S398 S9,A sudden rainbow : for orchestra / Joseph Schwantner,39016000557000,Music: Score Reference(LC Call number),Regular Loan,None
2348894,61 S41 S93,Symphony in F. Arr. by Adam Carse.,39016005774683,Music: Score Reference(LC Call number),Regular Loan,None
2348873,61 S49 B,Orchestral suite from The black maskers; for orchestra / Roger Sessions.,39016005774691,Music: Score Reference(LC Call number),Regular Loan,None
2348873,61 S49 B,Orchestral suite from The black maskers; for orchestra / Roger Sessions.,39016005774709,Music: Score Reference(LC Call number),Regular Loan,None
993695,61 S49 B5,Orchestral suite from The black maskers.,39016001730945,Music: Miniature Score,Regular Loan,None
1061453,61 S49 R4,Rhapsody for orchestra : score / Roger Sessions.,39016000553603,Music: Miniature Score,Regular Loan,None
993696,61 S49 S91,Symphony for orchestra / Roger Sessions.,39016001730903,Music: Score Reference(LC Call number),Regular Loan,None
3873669,61 S49 S93,Symphony no. 3 / Roger Sessions.,BAR3312024,Music: Miniature Score,Regular Loan,None
3873669,61 S49 S93,Symphony no. 3 / Roger Sessions.,39016004527850,Music: Miniature Score,Regular Loan,None
993995,61 S49 S96,Symphony : no. 6 / Roger Sessions.,39016001730820,Music: Score Reference(LC Call number),Regular Loan,None
3793591,61 S49 S97,Symphony : no. 7 / Roger Sessions.,39016003412468,Music: Score Reference(LC Call number),Regular Loan,None
3793591,61 S49 S97,Symphony : no. 7 / Roger Sessions.,39016001730788,Music: Score Reference(LC Call number),Regular Loan,None
3845087,61 S55 S919,Symphonies nos. 9 and 10 / Dmitri Shostakovich.,BAR3312105,Music: Score Reference(LC Call number),Non Circulating,None
3845087,61 S55 S919,Symphonies nos. 9 and 10 / Dmitri Shostakovich.,BAR3312200,Music: Score Reference(LC Call number),Non Circulating,None
5084214,61 S56 P7,Pohjola’s daughter : a symphonic fantasy; op. 49 / Jean Sibelius.,39016010835990,Music: Score Reference(LC Call number),Regular Loan,None
4777057,61 S62 P9,Prometheus : the poem of fire : op. 60 / Alexander Scriabin.,39016010579374,Music: Score Dickinson call #,Regular Loan,None
4777057,61 S62 P9,Prometheus : the poem of fire : op. 60 / Alexander Scriabin.,39016013288932,Music: Score Dickinson call #,Regular Loan,None
2348868,61 S63 M8,My country = Má vlast. No. 2; The Moldau = Vltava / Smetana.,39016005774717,Music: Score Reference(LC Call number),Regular Loan,None
1101609,61 S63 O4,Oldrich a Božena : ouvertura k dramatu Mateje Kopeckého / Bedrich Smetana.,39016000558073,Music: Score Reference(LC Call number),Regular Loan,None
993698,61 S649 C6,Contours; for orchestra.,39016001730747,Music: Miniature Score,Regular Loan,None
993699,61 S73 F9,From the Northland; impressions of Lake Superior country. Suite for full orchestra.,CVB993698-10,Music: Score Reference(LC Call number),Regular Loan,None
993699,61 S73 F9,From the Northland; impressions of Lake Superior country. Suite for full orchestra.,39016005439253,Music: Score Reference(LC Call number),Regular Loan,None
993699,61 S73 F9,From the Northland; impressions of Lake Superior country. Suite for full orchestra.,39016001730705,Music: Score Reference(LC Call number),Regular Loan,None
993701,61 S85 S91,Afro-American symphony; rev. 1969.,39016002951458,Music: Score Reference(LC Call number),Regular Loan,None
993701,61 S85 S91,Afro-American symphony; rev. 1969.,39016003448389,Music: Score Reference(LC Call number),Regular Loan,None
963588,61 S86 G8,Nr. [i.e. Nummer] 6: Gruppen für drei Orchester.,39016000536418,Music: Score Reference(LC Call number),Regular Loan,None
993702,61 S86 M6,Mixtur; für Orchester; Sinusgeneratoren und Ringmodulatoren;Nr.16.,39016001730911,Music: Score Reference(LC Call number),Regular Loan,None
2455777,61 S86 M68,Nr. 16 1/2 Mixtur : für Orchester; Sinusgeneratoren und Ringmodulatoren : kleine Besetzung / Karlheinz Stockhausen.,2455776-10,Music: Oversized Scores (Dickinson),Regular Loan,None
1097053,61 S86 P9,Punkte : 1952/62; für Orchester : Revision 1964 / Karlheinz Stockhausen.,39016002941418,Music: Oversized Scores (Dickinson),Regular Loan,None
1097053,61 S86 P9,Punkte : 1952/62; für Orchester : Revision 1964 / Karlheinz Stockhausen.,39016002941509,Music: Oversized Scores (Dickinson),Regular Loan,None
4212896,61 S86 P9 1993,Punkte : für Orchester (1952/62); Korrecturen bis 1993; Werk Nr. 1/2 / Karlheinz Stockhausen.,39016010030501,Music: Oversized Scores (Dickinson),Regular Loan,None
4143659,61 S899 W203,The great waltzes / Johann Strauss; Jr.,39016001724930,Music: Score Reference(LC Call number),Regular Loan,None
993703,61 S91 A3,Eine Alpensinfonie : op. 64 / Richard Strauss.,39016005438610,Music: Score Dickinson call #,Regular Loan,None
993703,61 S91 A3,Eine Alpensinfonie : op. 64 / Richard Strauss.,39016001730879,Music: Score Dickinson call #,Regular Loan,None
993703,61 S91 A3,Eine Alpensinfonie : op. 64 / Richard Strauss.,39016001730838,Music: Score Dickinson call #,Regular Loan,None
4445849,61 S91 D6,Don Juan : op. 20 / Richard Strauss.,39016004328564,Music: Score Reference(LC Call number),Regular Loan,None
4445848,61 S91 H,Ein Heldenleben = A hero’s life : op. 40 / Richard Strauss.,39016004328663,Music: Score Reference(LC Call number),Regular Loan,None
993704,61 S92 G8,Greeting prelude : for the eightieth birthday of PierreMonteux; 1955.,39016002958206,Music: Score Reference(LC Call number),Regular Loan,None
4445847,61 S92 O32,Firebird suite = Suite de l’Oiseau de feu / Igor Stravinsky.,39016004328655,Music: Score Reference(LC Call number),Regular Loan,None
3664382,61 S92 O325,Firebird suite : Suite de L’oiseau de feu / Igor Stravinsky ; re-orchestrated by the composer in 1919.,39016002960939,Music: Miniature Score,Regular Loan,None
3664382,61 S92 O325,Firebird suite : Suite de L’oiseau de feu / Igor Stravinsky ; re-orchestrated by the composer in 1919.,39016002961135,Music: Miniature Score,Regular Loan,None
3664382,61 S92 O325,Firebird suite : Suite de L’oiseau de feu / Igor Stravinsky ; re-orchestrated by the composer in 1919.,39016002960210,Music: Miniature Score,Regular Loan,None
963541,61 S92 S11,The rite of spring; pictures from pagan Russia; in two parts; by Igor Strawinsky and Nicolas Roerich.,39016002943620,Music: Score Reference(LC Call number),Regular Loan,None
963541,61 S92 S11,The rite of spring; pictures from pagan Russia; in two parts; by Igor Strawinsky and Nicolas Roerich.,39016005786026,Music: Score Reference(LC Call number),Regular Loan,None
963541,61 S92 S11,The rite of spring; pictures from pagan Russia; in two parts; by Igor Strawinsky and Nicolas Roerich.,39016005786042,Music: Score Reference(LC Call number),Regular Loan,None
963541,61 S92 S11,The rite of spring; pictures from pagan Russia; in two parts; by Igor Strawinsky and Nicolas Roerich.,39016005786067,Music: Score Reference(LC Call number),Regular Loan,None
963541,61 S92 S11,The rite of spring; pictures from pagan Russia; in two parts; by Igor Strawinsky and Nicolas Roerich.,39016002943661,Music: Score Reference(LC Call number),Regular Loan,None
963541,61 S92 S11,The rite of spring; pictures from pagan Russia; in two parts; by Igor Strawinsky and Nicolas Roerich.,39016002943984,Music: Score Reference(LC Call number),Regular Loan,None
963541,61 S92 S11,The rite of spring; pictures from pagan Russia; in two parts; by Igor Strawinsky and Nicolas Roerich.,39016002943943,Music: Score Reference(LC Call number),Regular Loan,None
4777285,61 S92 S3,Scherzo à la russe : symphonic version / Igor Stravinsky.,39016010581487,Music: Score Reference(LC Call number),Regular Loan,None
4212611,61 S961 S8,Symphonic variations; for orchestra.,39016005473666,Music: Score Reference(LC Call number),Regular Loan,None
4212863,61 T136 A8,Asterism : orchestra / Toru Takemitsu.,39016005439568,Music: Score Reference(LC Call number),Regular Loan,None
4212923,61 T136 G7,Green : orchestra / Toru Takemitsu.,39016005439436,Music: Score Reference(LC Call number),Regular Loan,None
4212851,61 T136 M9,Music of tree [by] Takemitsu. Score.,39016005473724,Music: Score Reference(LC Call number),Regular Loan,None
4212860,61 T136 N9,November steps : orchestra / Toru Takemitsu.,39016005439964,Music: Score Reference(LC Call number),Regular Loan,None
3988943,61 T16 S6,Sinfonietta; pour orchestre de chambre / Alexandre Tansman.,39016003445195,Music: Score Reference(LC Call number),Regular Loan,None
2442938,61 T222 O3,Of the wing of madness : chamber orchestra / Bruce J. Taub.,39016005464681,Music: Score Reference(LC Call number),Regular Loan,None
993056,61 T24 A032,Symphony no. 6 in B minor (Pathétique); op. 74; Romeo andJuliet; overture fantasy; 1812; ouverture solennelle; op. 49.,39016003413706,Music: Score Reference(LC Call number),Regular Loan,None
898452,61 T24 F2,Fatum (destiny) / Peter Ilyich Tchaikovsky. --,39016002958248,Music: Score Reference(LC Call number),Regular Loan,None
1190603,61 T24 N,Nutcracker suite / Peter Ilyitch Tchaikovsky.,39016004370731,Music: Score Reference(LC Call number),Regular Loan,None
1190603,61 T24 N,Nutcracker suite / Peter Ilyitch Tchaikovsky.,39016010031962,Music: Score Reference(LC Call number),Regular Loan,None
4327654,61 T24 R7,Romeo and Juliet overture ; and; Capriccio italien / Peter Ilyitch Tchaikovsky.,29016000508682,Music: Score Reference(LC Call number),Regular Loan,None
946299,61 T24 S4,Serenade for Nikolai Rubinstein’s saint’s day. The tempest :fantasy-overture; op. 18 / Peter Tchaikovsky.,39016002958396,Music: Score Reference(LC Call number),Regular Loan,None
4777287,61 T24 S91,Suite no. 1 in D major [sic] : opus 43 / Peter Ilyich Tchaikovsky.,39016010579432,Music: Score Reference(LC Call number),Regular Loan,None
5294199,61 T454 S5,Shakin’ : homage to Elvis Presley and Igor Stravinsky / Augusta Read Thomas.,39016010907013,Music: Score Reference(LC Call number),Regular Loan,None
993131,61 T48 L8,Louisiana story : suite for orchestra / Virgil Thomson.,39016002958404,Music: Score Reference(LC Call number),Regular Loan,None
993134,61 T48 P67,Sea piece with birds.,39016002958362,Music: Score Reference(LC Call number),Regular Loan,None
993132,61 T48 P68,The Seine at night.,39016002958321,Music: Miniature Score,Regular Loan,None
993135,61 T48 P69,Wheat field at noon.,39016002958289,Music: Miniature Score,Regular Loan,None
993133,61 T48 P7,The plow that broke the plains; suite for orchestra. A United States government film; written and directed by Pare Lorentz.,39016002958313,Music: Score Reference(LC Call number),Regular Loan,None
993133,61 T48 P7,The plow that broke the plains; suite for orchestra. A United States government film; written and directed by Pare Lorentz.,39016010578962,Music: Score Reference(LC Call number),Regular Loan,None
1306420,61 T48 R6,Suite from The river : for small orchestra.,39016002958271,Music: Score Reference(LC Call number),Regular Loan,None
1177304,61 T48 S8,Symphony on a hymn tune : for large orchestra / Virgil Thomson.,39016000563594,Music: Score Reference(LC Call number),Regular Loan,None
1044266,61 T48 S93,Third symphony : orchestral version of String quartet no. 2 / Virgil Thomson.,CVB1044265-10,Music: Score Reference(LC Call number),Regular Loan,None
1044266,61 T48 S93,Third symphony : orchestral version of String quartet no. 2 / Virgil Thomson.,39016002957950,Music: Score Reference(LC Call number),Regular Loan,None
2359596,61 T64 S92,Symphony in D. Arranged by Adam Carse. Full score.,39016005774725,Music: Score Reference(LC Call number),Regular Loan,None
4143681,61 T682 A2,Adjustable wrench : for chamber ensemble / Michael Torke.,39016001725168,Music: Score Reference(LC Call number),Regular Loan,None
4212854,61 T682 B8,Bright blue music : for orchestra / Michael Torke.,39016005473781,Music: Score Reference(LC Call number),Regular Loan,None
4212905,61 T682 J4,Javelin : for orchestra / Michael Torke.,39016005440277,Music: Score Reference(LC Call number),Regular Loan,None
4144138,61 T737 S5,Silver ladders / Joan Tower.,39016001724344,Music: Score Reference(LC Call number),Regular Loan,None
934229,61 T83 S91,Symphony in two movements; for orchestra.,39016002958354,Music: Score Reference(LC Call number),Regular Loan,None
993136,61 V29 A5,Amériques: rev. and edited by Chou Wen-chung.,39016001730259,Music: Miniature Score,Regular Loan,None
993137,61 V29 A6,Arcana.,39016005470480,Music: Score Dickinson call #,Regular Loan,None
993137,61 V29 A6,Arcana.,39016005470407,Music: Score Dickinson call #,Regular Loan,None
993137,61 V29 A6,Arcana.,39016005470449,Music: Score Dickinson call #,Regular Loan,None
993137,61 V29 A6,Arcana.,39016005470399,Music: Score Dickinson call #,Regular Loan,None
993137,61 V29 A6,Arcana.,39016005470431,Music: Score Dickinson call #,Regular Loan,None
962472,61 V29 D4,Déserts.,39016002934322,Music: Score Reference(LC Call number),Regular Loan,None
962472,61 V29 D4,Déserts.,39016002934363,Music: Score Reference(LC Call number),Regular Loan,None
962472,61 V29 D4,Déserts.,39016002934405,Music: Score Reference(LC Call number),Regular Loan,None
962472,61 V29 D4,Déserts.,39016002934066,Music: Score Reference(LC Call number),Regular Loan,None
962472,61 V29 D4,Déserts.,39016002934108,Music: Score Reference(LC Call number),Regular Loan,None
993060,61 V37 S91,A sea symphony; for soprano and baritone soli; chorus and orchestra. Words by Wat Whitman.,39016001730267,Music: Miniature Score,Regular Loan,None
993061,61 V37 S94,Symphony in F minor.,39016001730218,Music: Score Reference(LC Call number),Regular Loan,None
2348870,61 V37 S95,Symphony in D major.,39016005774261,Music: Score Reference(LC Call number),Regular Loan,None
993062,61 V37 S96,Symphony in E minor.,39016001730226,Music: Score Reference(LC Call number),Regular Loan,None
993059,61 V37 S97,Sinfonia Antarctica / by R. Vaughan Williams.,CVB993058-10,Music: Score Reference(LC Call number),Regular Loan,None
993059,61 V37 S97,Sinfonia Antarctica / by R. Vaughan Williams.,39016004523495,Music: Score Reference(LC Call number),Regular Loan,None
993063,61 V37 S98,Symphony no. 8; in D minor.,39016001730184,Music: Miniature Score,Regular Loan,None
993057,61 V37 S99,Symphony no. 9; in E minor.,39016001730176,Music: Score Reference(LC Call number),Regular Loan,None
993140,61 V71 B1,Bachianas brasileiras n. 2 : per orchestra / Heitor Villa-Lobos.,39016003413730,Music: Score Reference(LC Call number),Regular Loan,None
993141,61 V71 B18,Bachianas brasileiras; no. 8; pour orchestra symphonique.,39016001730804,Music: Miniature Score,Regular Loan,None
993568,61 W1294 S903,Fifteen symphonies / Georg Christoph Wagenseil ; edited by JohnKucaba.,39016001730846,Music: Score Dickinson call #,Regular Loan,None
4514668,61 W13 A3,Albumblatt. Piano. C major. arr.,39016003413714,Music: Stacks,Regular Loan,None
993143,61 W13 L81,Vorspiel (Ouverture) zu der Oper Lohengrin : für Orchester / von Richard Wagner.,39016001730887,Music: Score Reference(LC Call number),Regular Loan,None
993058,61 W23 S93,Symphony no. 2.,39016001730929,Music: Miniature Score,Regular Loan,None
993144,61 W24 F11,Façade; suite for orchestra [after poems by Edith Sitwell],39016001730960,Music: Miniature Score,Regular Loan,None
993149,61 W24 F12,Façade; second suite for orchestra [after poems by Edith Sitwell],39016001731000,Music: Miniature Score,Regular Loan,None
993145,61 W24 P2,Partita for orchestra.,39016001731042,Music: Miniature Score,Regular Loan,None
993064,61 W24 S92,Symphony.,39016001731034,Music: Miniature Score,Regular Loan,None
2348871,61 W26 P8,Prairie overture; for orchestra.,39016005774253,Music: Score Reference(LC Call number),Regular Loan,None
993147,61 W38 I,Im Sommerwind; idyl for large orchestra.,39016004523305,Music: Score Reference(LC Call number),Regular Loan,None
993148,61 W38 P6,Orchestra pieces (1913). From the composer’s MS. in the Moldenhauer Archive.,39016001730994,Music: Score Reference(LC Call number),Regular Loan,None
1185575,61 X51 M58,MetastaseisB.,39016002941574,Music: Oversized Scores (Dickinson),Regular Loan,None
1116832,61 X51 P6,Pithoprakta.,39016005470639,Music: Oversized Scores (Dickinson),Regular Loan,None
1035153,61 Z53 L,Lyrische Symphonie in sieben Gesängen nach Gedichten vonRabindranath Tagore; op. 18 / Zemlinsky.,39016000549726,Music: Miniature Score,Regular Loan,None
3795948,61 Z98 C3,Celebration : for orchestra / Ellen Taaffe Zwilich.,39016002961218,Music: Score Reference(LC Call number),Regular Loan,None
4144139,61 Z98 S81,Symphony no. 1 : (three movements for orchestra) / Ellen Taafe Zwilich.,39016001725424,Music: Score Dickinson call #,Regular Loan,None
3795949,61 Z98 S9,Symbolon : for orchestra / Ellen Taaffe Zwilich.,39016002959923,Music: Score Reference(LC Call number),Regular Loan,None
