Syst. No," ""Call #	"""," ""Title"""," ""Barcode"""," ""Location"""," ""Item Status"""," ""Status Field"""
4325830,61 H25 S9123,Symphony no. 2; op. 30 : Romantic / Howard Hanson ; edited by Clinton F. Nieweg.,39016010032069,Music: Score Reference(LC Call number),Regular Loan,None
993407,61 H25 S915,Sinfonia sacra; symphony no. v.,39016001726976,Music: Score Reference(LC Call number),Regular Loan,None
1185660,61 H255 S91,Symphony no. 1 / John Harbison.,39016002946607,Music: Score Reference(LC Call number),Regular Loan,None
1185660,61 H255 S91,Symphony no. 1 / John Harbison.,39016010580851,Music: Score Reference(LC Call number),Regular Loan,None
4777267,61 H255 S92,Symphony no. 2; for orchestra / John Harbison.,39016010579549,Music: Score Reference(LC Call number),Regular Loan,None
4321552,61 H293 I6,Intrada after Monteverdi : version for chamber orchestra / by Edward Harper.,39016005440681,Music: Score Reference(LC Call number),Regular Loan,None
993408,61 H31 S913,Third symphony; in one movement.,39016001726893,Music: Miniature Score,Regular Loan,None
993408,61 H31 S913,Third symphony; in one movement.,39016001727594,Music: Miniature Score,Regular Loan,None
993408,61 H31 S913,Third symphony; in one movement.,39016004328754,Music: Miniature Score,Regular Loan,None
993409,61 H31 S917,Symphony no. 7.,39016001726935,Music: Miniature Score,Regular Loan,None
1177317,61 H32 S9,Symphony on G / Lou Harrison.,39016002939149,Music: Score Reference(LC Call number),Regular Loan,None
993529,61 H36 C4,Chants et prismes; Gesänge und Prismen.,39016001727636,Music: Score Reference(LC Call number),Regular Loan,None
993534,61 H36 S98,Les symphonies de timbres.,39016004523693,Music: Miniature Score,Regular Loan,None
993535,61 H41 O7,Orlando Paladino. Sinfonia (Overtura). Hoboken Ia: 16. Hrsg.von H. C. Robbins Landon.,39016001727602,Music: Score Reference(LC Call number),Regular Loan,None
2348197,61 H41 O914,Sinfonia in D: Overtura. Hoboken Ia; 7. Hrsg. von H. C. Robbins Landon.,39016005774162,Music: Score Reference(LC Call number),Regular Loan,None
993536,61 H41 R1,Raccolta de menuetti ballabili : Hob. IX: 7. / [Hrsg. von] H.C. Robbins Landon.,39016001727560,Music: Score Reference(LC Call number),Regular Loan,None
2348203,61 H41 S7,Lo Speziale : dramma giocoso : sinfonia (overtura) : (Hoboken Ia:10) / Joseph Haydn.,39016005781043,Music: Score Reference(LC Call number),Regular Loan,None
2348204,61 H41 S9101,Sinfonia no. 1. [Edited by] H. C. Robbins Landon.,39016005781050,Music: Score Reference(LC Call number),Regular Loan,None
2348205,61 H41 S9102,Sinfonia no. 2. [Edited by] H. C. Robbins Landon.,39016005781068,Music: Score Reference(LC Call number),Regular Loan,None
993410,61 H41 S9103,Sinfonia No. 3 [Hrsg. von] H. C. Robbins Landon.,CVB993409-10,Music: Score Reference(LC Call number),Regular Loan,None
993410,61 H41 S9103,Sinfonia No. 3 [Hrsg. von] H. C. Robbins Landon.,39016005773784,Music: Score Reference(LC Call number),Regular Loan,None
993411,61 H41 S9104,Sinfonia No. 4 [Hrsg. von] H. C. Robbins Landon.,CVB993410-10,Music: Score Reference(LC Call number),Regular Loan,None
993411,61 H41 S9104,Sinfonia No. 4 [Hrsg. von] H. C. Robbins Landon.,39016005773545,Music: Score Reference(LC Call number),Regular Loan,None
993412,61 H41 S9105,Sinfonia No. 5 [Hrsg. von] H. C. Robbins Landon.,CVB993411-10,Music: Score Reference(LC Call number),Regular Loan,None
993412,61 H41 S9105,Sinfonia No. 5 [Hrsg. von] H. C. Robbins Landon.,39016005773560,Music: Score Reference(LC Call number),Regular Loan,None
993413,61 H41 S9106,Sinfonia No. 6 [Hrsg. von] H. C. Robbins Landon.,CVB993412-10,Music: Score Reference(LC Call number),Regular Loan,None
993413,61 H41 S9106,Sinfonia No. 6 [Hrsg. von] H. C. Robbins Landon.,39016005773537,Music: Score Reference(LC Call number),Regular Loan,None
993414,61 H41 S9107,Sinfonia No. 7 [Hrsg. von] H. C. Robbins Landon,CVB993413-10,Music: Score Reference(LC Call number),Regular Loan,None
993414,61 H41 S9107,Sinfonia No. 7 [Hrsg. von] H. C. Robbins Landon,39016005773586,Music: Score Reference(LC Call number),Regular Loan,None
993415,61 H41 S9108,Sinfonia No. 8; [Hrsg. von] H. C. Robbins Landon.,CVB993414-10,Music: Score Reference(LC Call number),Regular Loan,None
993415,61 H41 S9108,Sinfonia No. 8; [Hrsg. von] H. C. Robbins Landon.,39016005773552,Music: Score Reference(LC Call number),Regular Loan,None
2348206,61 H41 S9109,Sinfonia no. 9. [Edited by] H. C. Robbins Landon.,39016005781076,Music: Score Reference(LC Call number),Regular Loan,None
993416,61 H41 S9110,Sinfonia No. 10 (H.C. Robbins Landon),CVB993415-10,Music: Score Reference(LC Call number),Regular Loan,None
993416,61 H41 S9110,Sinfonia No. 10 (H.C. Robbins Landon),39016005773578,Music: Score Reference(LC Call number),Regular Loan,None
993417,61 H41 S9111,Sinfonia No. 11 [Hrsg. von] H. C. Robbins Landon.,CVB993416-10,Music: Score Reference(LC Call number),Regular Loan,None
993417,61 H41 S9111,Sinfonia No. 11 [Hrsg. von] H. C. Robbins Landon.,39016005773602,Music: Score Reference(LC Call number),Regular Loan,None
993418,61 H41 S9112,Sinfonia No. 12 [Hrsg. von] H. C. Robbins Landon.,CVB993417-10,Music: Score Reference(LC Call number),Regular Loan,None
993418,61 H41 S9112,Sinfonia No. 12 [Hrsg. von] H. C. Robbins Landon.,39016005773594,Music: Score Reference(LC Call number),Regular Loan,None
2348207,61 H41 S9113,Sinfonia No. 13 / Joseph Haydn ; [edited by] H.C. Robbins Landon.,39016005781084,Music: Score Reference(LC Call number),Regular Loan,None
2348209,61 H41 S9114,Sinfonia no. 14. [Edited by] H. C. Robbins Landon.,39016005781092,Music: Score Reference(LC Call number),Regular Loan,None
2348210,61 H41 S9115,Sinfonia No. 15; edited by (H. C. Robbins Landon),39016005781100,Music: Score Reference(LC Call number),Regular Loan,None
2348211,61 H41 S9116,Sinfonia no. 16. H. C. Robbins Landon.,39016005781118,Music: Score Reference(LC Call number),Regular Loan,None
2348212,61 H41 S9117,Sinfonia no. 17. H. C. Robbins Landon.,39016005781126,Music: Score Reference(LC Call number),Regular Loan,None
2348213,61 H41 S9118,Sinfonia No. 18 / Joseph Haydn ; [edited by] H.C. Robbins Landon.,39016005781134,Music: Score Reference(LC Call number),Regular Loan,None
2348216,61 H41 S9119,Sinfonia No. 19 / Joseph Haydn ; [edited by] H.C. Robbins Landon.,39016005781142,Music: Score Reference(LC Call number),Regular Loan,None
2348218,61 H41 S9120,Sinfonia no. 20 / Joseph Haydn ; [edited by] H.C. Robbins Landon.,39016005781159,Music: Score Reference(LC Call number),Regular Loan,None
2348219,61 H41 S9121,Sinfonia No. 21 / Joseph Haydn ; [edited by] H.C. Robbins Landon.,39016005781167,Music: Score Reference(LC Call number),Regular Loan,None
2348221,61 H41 S9122,Sinfonia No. 22 (H. C. Robbins Landon),39016005781175,Music: Score Reference(LC Call number),Regular Loan,None
2348221,61 H41 S9122,Sinfonia No. 22 (H. C. Robbins Landon),39016005781183,Music: Score Reference(LC Call number),Regular Loan,None
2348223,61 H41 S9123,Sinfonia no. 23. H. C. Robbins Landon.,39016005781191,Music: Score Reference(LC Call number),Regular Loan,None
2348226,61 H41 S9124,Sinfonia no. 24. H. C. Robbins Landon.,39016005781209,Music: Score Reference(LC Call number),Regular Loan,None
2348228,61 H41 S9125,Sinfonia No. 25 / Joseph Haydn ; [edited by] H.C. Robbins Landon.,39016005774170,Music: Score Reference(LC Call number),Regular Loan,None
2348231,61 H41 S9126,Sinfonia no. 26. H. C. Robbins Landon.,39016005774188,Music: Score Reference(LC Call number),Regular Loan,None
2348232,61 H41 S9127,Sinfonia No. 27 / Joseph Haydn ; [edited by] H.C. Robbins Landon.,39016005774196,Music: Score Reference(LC Call number),Regular Loan,None
993419,61 H41 S9128,Sinfonia No. 28 [Hrsg. von] H. C. Robbins Landon.,CVB993418-10,Music: Score Reference(LC Call number),Regular Loan,None
993419,61 H41 S9128,Sinfonia No. 28 [Hrsg. von] H. C. Robbins Landon.,39016005773628,Music: Score Reference(LC Call number),Regular Loan,None
993420,61 H41 S9129,Sinfonia No. 29 [Hrsg. von] H. C. Robbins Landon.,CVB993419-10,Music: Score Reference(LC Call number),Regular Loan,None
993420,61 H41 S9129,Sinfonia No. 29 [Hrsg. von] H. C. Robbins Landon.,39016005773610,Music: Score Reference(LC Call number),Regular Loan,None
993421,61 H41 S9130,Sinfonia No. 30 [Hrsg. von] H. C. Robbins Landon.,CVB993420-10,Music: Score Reference(LC Call number),Regular Loan,None
993421,61 H41 S9130,Sinfonia No. 30 [Hrsg. von] H. C. Robbins Landon.,39016005773644,Music: Score Reference(LC Call number),Regular Loan,None
993422,61 H41 S9131,Sinfonia No.31 (H.C. Robbins London),CVB993421-10,Music: Score Reference(LC Call number),Regular Loan,None
993422,61 H41 S9131,Sinfonia No.31 (H.C. Robbins London),39016005773669,Music: Score Reference(LC Call number),Regular Loan,None
2348233,61 H41 S9132,Sinfonia no. 32. H. C. Robbins Landon.,39016005774204,Music: Score Reference(LC Call number),Regular Loan,None
2348234,61 H41 S9133,Sinfonia No. 33 / Joseph Haydn ; [edited by] H. C. Robbins Landon.,39016005774212,Music: Score Reference(LC Call number),Regular Loan,None
2348235,61 H41 S9134,Sinfonia No. 34 / Joseph Haydn ; [edited by] H. C. Robbins Landon.,39016005774220,Music: Score Reference(LC Call number),Regular Loan,None
2348236,61 H41 S9135,Sinfonia No. 35 / Joseph Haydn ; [edited by] H.C. Robbins Landon.,39016005774238,Music: Score Reference(LC Call number),Regular Loan,None
2348237,61 H41 S9136,Sinfonia No. 36 / Joseph Haydn ; [edited by] H.C. Robbins Landon.,39016005774246,Music: Score Reference(LC Call number),Regular Loan,None
2348238,61 H41 S9137,Sinfonia No. 37 / Joseph Haydn ; [edited by] H.C. Robbins Landon.,39016005774006,Music: Score Reference(LC Call number),Regular Loan,None
993423,61 H41 S9138,Sinfonia No. 38 [Hrsg. von] H. C. Robbins Landon.,CVB993422-10,Music: Score Reference(LC Call number),Regular Loan,None
993423,61 H41 S9138,Sinfonia No. 38 [Hrsg. von] H. C. Robbins Landon.,39016005773636,Music: Score Reference(LC Call number),Regular Loan,None
2348239,61 H41 S9139,Sinfonia No. 39 (H. C. Robbins Landon),39016005773990,Music: Score Reference(LC Call number),Regular Loan,None
993424,61 H41 S9140,Sinfonia N. 40; [Hrsg. von] H. C. Robbins Landon.,39016001727248,Music: Score Reference(LC Call number),Regular Loan,None
993425,61 H41 S9141,Sinfonia No. 41 (H.C. Robbins Landon).,39016001727289,Music: Score Reference(LC Call number),Regular Loan,None
4445820,61 H41 S9142,Sinfonia No. 42 / Joseph Haydn ; [edited by] H.C. Robbins Landon.,39016002957653,Music: Score Reference(LC Call number),Regular Loan,None
2348240,61 H41 S9143,Sinfonia no. 43 / Joseph Haydn ; [herausgegeben von] H. C. Robbins Landon.,39016005773982,Music: Score Reference(LC Call number),Regular Loan,None
993426,61 H41 S9144,Sinfonia No. 44 (H.C. Robbins Landon).,39016003415826,Music: Score Reference(LC Call number),Regular Loan,None
993428,61 H41 S9145,Sinfonia no. 45 / Joseph Haydn ; [hrsg. von] H.C. RobbinsLandon.,39016001727321,Music: Score Reference(LC Call number),Regular Loan,None
993428,61 H41 S9145,Sinfonia no. 45 / Joseph Haydn ; [hrsg. von] H.C. RobbinsLandon.,39016001727362,Music: Score Reference(LC Call number),Regular Loan,None
993429,61 H41 S9146,Sinfonia No. 46 (H. C. Robbins Landon),39016001727404,Music: Score Reference(LC Call number),Regular Loan,None
993430,61 H41 S9147,Sinfonia No. 47 [Hrsg. von] H. C. Robbins Landon.,39016001727446,Music: Score Reference(LC Call number),Regular Loan,None
993431,61 H41 S9148,Sinfonia no. 48 [Maria Theresia] (H.C. Robbins Landon),39016001727487,Music: Score Reference(LC Call number),Regular Loan,None
2348241,61 H41 S91492,Sinfonia No. 49 (H. C. Robbins Landon).,39016005773974,Music: Score Reference(LC Call number),Regular Loan,None
993432,61 H41 S9150,Sinfonia No. 50. Hrsg. von Helmut Schultz.,39016001727677,Music: Score Reference(LC Call number),Regular Loan,None
993433,61 H41 S9151,Sinfonia No. 51. Hrsg. von Helmut Schultz.,39016001727230,Music: Score Reference(LC Call number),Regular Loan,None
993434,61 H41 S9152,Sinfonia No. 52. Hrsg. von Helmut Schultz.,39016001727271,Music: Score Reference(LC Call number),Regular Loan,None
993435,61 H41 S9153,Sinfonia No. 53 / Joseph Haydn ; herausgegeben von HelmutSchultz.,CVB993434-10,Music: Score Reference(LC Call number),Regular Loan,None
993436,61 H41 S9154,Sinfonia No. 54. Hrsg. von Helmut Schultz.,39016001729558,Music: Score Reference(LC Call number),Regular Loan,None
993437,61 H41 S9155,Sinfonia No. 55; (Schulmeister). Hrsg. von Helmut Schultz.,39016002952092,Music: Score Reference(LC Call number),Regular Loan,None
993438,61 H41 S9156,Sinfonia No. 56. Hrsg. von Helmut Schultz.,39016001729160,Music: Score Reference(LC Call number),Regular Loan,None
993438,61 H41 S9156,Sinfonia No. 56. Hrsg. von Helmut Schultz.,39016001729152,Music: Score Reference(LC Call number),Regular Loan,None
993438,61 H41 S9156,Sinfonia No. 56. Hrsg. von Helmut Schultz.,39016001729194,Music: Score Reference(LC Call number),Regular Loan,None
993439,61 H41 S9157,Sinfonia No. 57. Hrsg. von Helmut Schultz.,39016001729202,Music: Score Reference(LC Call number),Regular Loan,None
993440,61 H41 S9158,Sinfonia No. 58. Hrsg. von H. C. Robbins Landon.,39016001729236,Music: Score Reference(LC Call number),Regular Loan,None
993441,61 H41 S9159,Sinfonia No. 59. Hrsg. von H. C. Robbins Landon.,39016001729244,Music: Score Reference(LC Call number),Regular Loan,None
993442,61 H41 S9160,Sinfonia No. 60. Hrsg. von H.C. Robbins Landon.,39016001729277,Music: Score Reference(LC Call number),Regular Loan,None
993443,61 H41 S9161,Sinfonia No. 61. Hrsg. von H. C. Robbins Landon.,39016001729327,Music: Score Reference(LC Call number),Regular Loan,None
993444,61 H41 S9162,Sinfonia No. 62. Hrsg. von Karl Heinz Füssl.,39016001729285,Music: Score Reference(LC Call number),Regular Loan,None
993445,61 H41 S9163,Sinfonia No. 63. Hrsg. von H.C. Robbins Landon.,39016001729434,Music: Score Reference(LC Call number),Regular Loan,None
2348242,61 H41 S9164,Sinfonia no. 64 : Tempora mutantur / Joseph Haydn ; herausgegeben von H. C. Robbins Landon.,39016005773966,Music: Score Reference(LC Call number),Regular Loan,None
993446,61 H41 S9165,Sinfonia No. 65. Hrsg. von H. C. Robbins Landon.,39016001729442,Music: Score Reference(LC Call number),Regular Loan,None
993447,61 H41 S9166,Sinfonia No. 66 / Joseph Haydn ; herausgegeben von H.C. RobbinsLandon.,39016001729400,Music: Score Reference(LC Call number),Regular Loan,None
993448,61 H41 S9167,Sinfonia No. 67. Hrsg. von H.C. Robbins Landon.,39016001729392,Music: Score Reference(LC Call number),Regular Loan,None
993477,61 H41 S9168,Sinfonia No. 68. Hrsg. von H.C. Robbins Landon.,CVB993476-10,Music: Score Reference(LC Call number),Regular Loan,None
963093,61 H41 S9169,Sinfonia No. 69 (Laudon) / Joseph Haydn ; herausgegeben vonH.C. Robbins Landon.,39016000563131,Music: Score Reference(LC Call number),Regular Loan,None
993478,61 H41 S9170,Sinfonia No. 70. / Joseph Haydn ; herausgegeben von H.C.Robbins Landon,39016001729368,Music: Score Reference(LC Call number),Regular Loan,None
993479,61 H41 S9171,Sinfonia no. 71. Hrsg. von H.C. Robbins Landon.,39016001729319,Music: Score Reference(LC Call number),Regular Loan,None
993480,61 H41 S9172,Sinfonia No. 72. Hrsg. von H.C. Robbins Landon.,39016001729673,Music: Score Reference(LC Call number),Regular Loan,None
993481,61 H41 S9173,Sinfonia No. 73 (La chasse) Hrsg. von H.C. Robbins Landon.,39016001729632,Music: Score Reference(LC Call number),Regular Loan,None
2348243,61 H41 S9174,Sinfonia No. 74. Hrsg. von H. C. Robbins Landon.,39016005773958,Music: Score Reference(LC Call number),Regular Loan,None
993482,61 H41 S9175,Sinfonia No. 75 / Joseph Haydn ; hrsg. von H.C. Robbins Landon.,39016001729681,Music: Score Reference(LC Call number),Regular Loan,None
2348848,61 H41 S9176,Sinfonia Nr. 76 / hrsg. von H. C. Robbins Landon.,39016005773941,Music: Score Reference(LC Call number),Regular Loan,None
993483,61 H41 S9177,Sinfonia No. 77. Hrsg. von H. C. Robbins Landon.,39016001729640,Music: Score Reference(LC Call number),Regular Loan,None
993484,61 H41 S9178,Symphony no. 78; C minor; score.,39016001729525,Music: Score Reference(LC Call number),Regular Loan,None
2348244,61 H41 S91784,Sinfonia No. 78. Hrsg. von H. C. Robbins Landon.,39016005773933,Music: Score Reference(LC Call number),Regular Loan,None
993485,61 H41 S9179,Sinfonia No. 79 / Joseph Haydn ; herausgegeben von H.C. RobbinsLandon.,39016001729517,Music: Score Reference(LC Call number),Regular Loan,None
993486,61 H41 S9180,Sinfonia No. 80. Hrsg. von H.C. Robbins Landon.,39016001729475,Music: Score Reference(LC Call number),Regular Loan,None
993487,61 H41 S9181,Sinfonia No. 81. Hrsg. von H.C. Robbins Landon.,39016001729483,Music: Score Reference(LC Call number),Regular Loan,None
993488,61 H41 S9182,Sinfonia no. 82 (L’ours),39016004328945,Music: Score Reference(LC Call number),Regular Loan,None
963094,61 H41 S9183,Sinfonia no. 83 (La poule),39016000563024,Music: Score Reference(LC Call number),Regular Loan,None
963095,61 H41 S9184,Sinfonia no. 84.,39016000563149,Music: Score Reference(LC Call number),Regular Loan,None
963097,61 H41 S9185,Sinfonia no. 85 (La reine),39016000562984,Music: Score Reference(LC Call number),Regular Loan,None
963098,61 H41 S9186,Sinfonia no. 86.,39016000563180,Music: Score Reference(LC Call number),Regular Loan,None
993491,61 H41 S9187,Sinfonia No. 87.,39016004521457,Music: Score Reference(LC Call number),Regular Loan,None
963099,61 H41 S9188,Sinfonia no. 88. Hrsg. von H. C. Robbins Landon.,39016000563172,Music: Score Reference(LC Call number),Regular Loan,None
1308582,61 H41 S91889,Symphonies 88-92 : in full score / Joseph Haydn.,39016004516614,Music: Score Reference(LC Call number),Regular Loan,None
963100,61 H41 S9189,Sinfonia No. 89.,39016000563065,Music: Score Reference(LC Call number),Regular Loan,None
963101,61 H41 S9190,Sinfonia No. 90.,39016000563107,Music: Score Reference(LC Call number),Regular Loan,None
993492,61 H41 S9191,Sinfonia no. 91. Hrsg. von H. C. Robbins Landon.,39016001729665,Music: Score Reference(LC Call number),Regular Loan,None
993493,61 H41 S91924,Sinfonia No. 92. Hrsg. von H.C. Robbins Landon.,39016001729616,Music: Score Reference(LC Call number),Regular Loan,None
993494,61 H41 S9193,Sinfonia no. 93. Hrsg. von H.C. Robbins Landon.,39016001729657,Music: Score Reference(LC Call number),Regular Loan,None
993495,61 H41 S9194,Sinfonia No. 94 (Paukenschlag/Surprise). Zum ersten Malenach dem Autograph; authentischen Kopien und Frühdrucken hrsg. von H.C. Robbins Landon.,39016002954049,Music: Score Reference(LC Call number),Regular Loan,None
963102,61 H41 S9195,Sinfonia no. 95. Hrsg. von H.C. Robbins Landon.,39016000562943,Music: Score Reference(LC Call number),Regular Loan,None
993496,61 H41 S9196,Sinfonia No. 96. Hrsg. von H. C. Robbins Landon.,39016001729699,Music: Score Reference(LC Call number),Regular Loan,None
993497,61 H41 S9197,Sinfonia No. 97. Zum ersten Male nach dem Autograph;authentischen Kopien und Frühdrucken hrsg. von H.C. Robbins Landon.,39016001729947,Music: Score Reference(LC Call number),Regular Loan,None
993498,61 H41 S9198,Sinfonia No. 98 / Hrsg. von H.C. Robbins Landon.,39016001729954,Music: Score Reference(LC Call number),Regular Loan,None
993499,61 H41 S9199,Sinfonia No. 99. Nach Autograph; authentischen Kopien undFrühdrucken hrsg. von H. C. Robbins Landon.,39016001730085,Music: Score Reference(LC Call number),Regular Loan,None
993499,61 H41 S9199,Sinfonia No. 99. Nach Autograph; authentischen Kopien undFrühdrucken hrsg. von H. C. Robbins Landon.,39016001730036,Music: Score Reference(LC Call number),Regular Loan,None
993499,61 H41 S9199,Sinfonia No. 99. Nach Autograph; authentischen Kopien undFrühdrucken hrsg. von H. C. Robbins Landon.,39016001730077,Music: Score Reference(LC Call number),Regular Loan,None
993499,61 H41 S9199,Sinfonia No. 99. Nach Autograph; authentischen Kopien undFrühdrucken hrsg. von H. C. Robbins Landon.,39016001729988,Music: Score Reference(LC Call number),Regular Loan,None
4445817,61 H41 S9200,Sinfonia No. 100 : Militär = Military / Joseph Haydn ; nach Autograph; authentischen Kopien und Frühdrucken herausgegeben von H. C. Robbins Landon.,39016002957059,Music: Score Dickinson call #,Regular Loan,None
4445818,61 H41 S9201,Sinfonia No. 101 : Die Uhr = The clock / Joseph Haydn ; nach Autograph; authentischen Kopien und Frühdrucken herausgegeben von H. C. Robbins Landon.,39016004328382,Music: Score Reference(LC Call number),Regular Loan,None
993500,61 H41 S9202,Sinfonia No. 102. Nach Autograph; authentischen Kopien undFrühdrucken hrsg. von H. C. Robbins Landon.,39016001730028,Music: Score Reference(LC Call number),Regular Loan,None
2348246,61 H41 S9203,Sinfonia no. 103 (Paukenwirbel). Nach Autograph authentischen Kopien und Frühdrucken hrsg. von H. C. Robbins Landon.,39016005773925,Music: Score Reference(LC Call number),Regular Loan,None
2348246,61 H41 S9203,Sinfonia no. 103 (Paukenwirbel). Nach Autograph authentischen Kopien und Frühdrucken hrsg. von H. C. Robbins Landon.,39016005773917,Music: Score Reference(LC Call number),Regular Loan,None
5183325,61 H41 S9204,Symphonie Nr. 104 : D dur : Hob. I:104 / Haydn.,39016010905751,Music: Score Reference(LC Call number),Regular Loan,None
2348249,61 H41 S92049,Sinfonia No. 104 (London). Nach Autograph; authentischen Kopien und Frühdrucken hrsg. von H. C. Robbins Landon.,39016005773891,Music: Score Dickinson call #,Regular Loan,None
993537,61 H415 S919,Sinfonia in B; 1766; per 2 oboi; 2 corni ed archi. Erstdruckhrsg. von Géza Papp.,39016005775722,Music: Score Reference(LC Call number),Regular Loan,None
4445821,61 H415 S926,Symphony no. 37; G major; K. 444.,39016010465525,Music: Score Reference(LC Call number),Regular Loan,None
4445821,61 H415 S926,Symphony no. 37; G major; K. 444.,39016010465327,Music: Score Reference(LC Call number),Regular Loan,None
993538,61 H415 S931,Sinfonia in D per flauto; 2 oboi; 2 fagotti; 2 corni ed archi / Hrsg. von Pál Gombás.,39016005775912,Music: Score Reference(LC Call number),Regular Loan,None
3842811,61 H66 C7,Concerto for orchestra; op. 38 / Paul Hindemith.,39016003417202,Music: Score Reference(LC Call number),Regular Loan,None
993539,61 H66 C9,Cupid and Psyche (Farnesina) (1943),39016001730010,Music: Score Reference(LC Call number),Regular Loan,None
1041298,61 H66 K12,Kammermusik no. 1; mit Finale 1921 : für zwölf Solo-Instrumente; opus 24; no. 1 / Paul Hindemith.,39016005775441,Music: Score Reference(LC Call number),Regular Loan,None
5183057,61 H66 N7,Nobilissima visione : Orchestersuite nach der Musik der Tanzlegende (1938) / Paul Hindemith.,39016010878990,Music: Score Reference(LC Call number),Regular Loan,None
4781615,61 H75 P72,The planets : suite for large orchestra; opus 32 / Gustav Holst.,39016010581263,Music: Score Reference(LC Call number),Regular Loan,None
3514189,61 H762 AO3,Three symphonic works / Ignaz Holzbauer. Two symphonies / Johann Anton Filtz. Three symphonic works / Carl Philipp Stamitz ; edited by Richard J. Agee.,BAR3312093,Music: Score Reference(LC Call number),Non Circulating,None
3514189,61 H762 AO3,Three symphonic works / Ignaz Holzbauer. Two symphonies / Johann Anton Filtz. Three symphonic works / Carl Philipp Stamitz ; edited by Richard J. Agee.,BAR3312188,Music: Score Reference(LC Call number),Non Circulating,None
1101746,61 H77 N7,Nocturne / Arthur Honegger.,39016000557265,Music: Score Reference(LC Call number),Regular Loan,None
2348251,61 H77 P1,Pacific 231; mouvement symphonique.,BAR3312079,Music: Score Reference(LC Call number),Non Circulating,None
2348251,61 H77 P1,Pacific 231; mouvement symphonique.,BAR3312174,Music: Score Reference(LC Call number),Non Circulating,None
993540,61 H84 S912,Mysterious mountain (Symphony no.2) op. 132.,39016001730051,Music: Score Reference(LC Call number),Regular Loan,None
4212604,61 H84 S929,Symphony no. 19 (Vishnu) for orchestra [op. 217; by] Alan Hovhaness.,39016005473740,Music: Score Reference(LC Call number),Regular Loan,None
1306372,61 H84 S935,Odysseus symphony : Symphony no.25 : opus 275 / Hovhaness.,39016001730127,Music: Score Reference(LC Call number),Regular Loan,None
993541,61 I42 J8,Jour d’été ?a la montagne; pour orchestre. Op. 61.,39016001730200,Music: Miniature Score,Regular Loan,None
2348253,61 I95 G6,The gong on the hook and ladder; or; Firemen’s parade on Main Street; for chamber orchestra.,39016005773883,Music: Score Reference(LC Call number),Regular Loan,None
4137970,61 I95 H715,Washington’s Birthday : for small orchestra : 1st movement (Winter) from a symphony: Holidays (or New England holidays) 1904-1913 / Charles Ives ; preface by John Kirkpatrick.,39016003447472,Music: Score Reference(LC Call number),Regular Loan,None
4137970,61 I95 H715,Washington’s Birthday : for small orchestra : 1st movement (Winter) from a symphony: Holidays (or New England holidays) 1904-1913 / Charles Ives ; preface by John Kirkpatrick.,39016005465399,Music: Score Reference(LC Call number),Regular Loan,None
3795942,61 I95 H72,Decoration Day : second movement of a symphony; New England holidays / Charles E. Ives ; edited by James B. Sinclair.,39016002960491,Music: Score Reference(LC Call number),Regular Loan,None
3514207,61 I95 H73,The Fourth of July : third movement of a symphony; New England Holidays / Charles Ives ; [edited by Wayne D. Shirley].,39016004520343,Music: Score Reference(LC Call number),Regular Loan,None
3512755,61 I95 H74,Thanksgiving and Forefathers’ Day : fourth movement of a symphony; New England holidays / Charles E. Ives ; edited by Jonathan Elkus.,39016004516598,Music: Score Reference(LC Call number),Regular Loan,None
5184659,61 I95 I916,Symphony no. 1 / Charles E. Ives ; edited by James B. Sinclair.,39016010905793,Music: Score Reference(LC Call number),Regular Loan,None
1177298,61 I95 M32,"March II; for theater orchestra : with the air ""Son of a gambolier"" / Charles E. Ives ; edited by Kenneth Singleton.",39016000563776,Music: Score Reference(LC Call number),Regular Loan,None
3798045,61 I95 O8,"Overture & march ""1776"" : for theater orchestra / Charles E. Ives ; edited by James B. Sinclair.",39016002960178,Music: Score Reference(LC Call number),Regular Loan,None
895648,61 I95 O91,Central Park in the dark. [Edited by Jacques-Louis Monod],39016001713677,Music: Score Reference(LC Call number),Regular Loan,None
895647,61 I95 O93,The pond; for voice; flute; harp I; harp II or celesta; piano;and string orchestra. [Edited by Jacques-Louis Monod].,39016001730168,Music: Score Reference(LC Call number),Regular Loan,None
2348254,61 I95 R,The rainbow; after the poem by William Wordsworth. For chamber orchestra.,39016005773909,Music: Score Reference(LC Call number),Regular Loan,None
993542,61 I95 S91,Symphony no. 1.,39016001730242,Music: Score Reference(LC Call number),Regular Loan,None
963151,61 I95 S92,Symphony no. 2; for large orchestra.,39016002938471,Music: Score Reference(LC Call number),Regular Loan,None
963151,61 I95 S92,Symphony no. 2; for large orchestra.,39016000571001,Music: Score Reference(LC Call number),Regular Loan,None
993543,61 I95 S93,Symphony no. 3: The camp meeting (1901-1912),39016001684092,Music: Miniature Score,Regular Loan,None
993544,61 I95 S94,Symphony no. 4. With a preface by John Kirkpatrick.,39016005465357,Music: Score Reference(LC Call number),Regular Loan,None
2349856,61 I95 T5,Three places in New England : an orchestral set / by Charles E. Ives.,39016005466710,Music: Score Reference(LC Call number),Regular Loan,None
2349856,61 I95 T5,Three places in New England : an orchestral set / by Charles E. Ives.,39016010355700,Music: Score Reference(LC Call number),Regular Loan,None
2349856,61 I95 T5,Three places in New England : an orchestral set / by Charles E. Ives.,39016005471165,Music: Score Reference(LC Call number),Regular Loan,None
